Event_SeagullRaid_DismantleActions[3].ActionName,Use Sling,Użyj procy
Event_SeagullRaid_DismantleActions[3].ProducedCards[1].CollectionMessages[0],I missed!,Pudło!
Event_SeagullRaid_DismantleActions[4].ActionName,Attack with Bow,Atakuj z łuku
Event_SeagullRaid_DismantleActions[4].ProducedCards[1].CollectionMessages[0],I missed!,Pudło!
Event_SeagullRaid_DismantleActions[5].ActionName,Attack with Gun!,Strzelaj z pistoletu!
Event_SeagullRaid_DismantleActions[5].ProducedCards[1].CollectionMessages[0],I missed!,Pudło!
Event_SeagullRaidCrop_CardName,A seagull!,Mewa!
Event_SeagullRaidCrop_CardDescription,It's attacking my crops!! It might destroy them!,Dobiera się do twoich upraw! Może je zniszczyć!
Event_SeagullRaidCrop_DismantleActions[0].ActionName,Ignore it,Zignoruj
Event_SeagullRaidCrop_DismantleActions[1].ActionName,Throw Rock at it,Rzuć w nią kamieniem
Event_SeagullRaidCrop_DismantleActions[1].ActionDescription,(does not consume stones),(kamienie nie są zużywane)
Event_SeagullRaidCrop_DismantleActions[2].ActionName,Use Sling,Użyj procy
Event_SeagullRaidCrop_DismantleActions[3].ActionName,Use Spear,Użyj włóczni
Event_SeagullRaidCrop_DismantleActions[4].ActionName,Attack with Bow,Atakuj z łuku
Event_SeagullRaidCrop_DismantleActions[5].ActionName,Attack with Gun!,Strzelaj z pistoletu!
Event_SeahoundFight_CardName,A Seahound!,Morski ogar!
Event_SeahoundFight_CardDescription,It's coming for me!,Szarżuje prosto na ciebie!
Event_SeahoundFight_DismantleActions[0].ActionName,Attack with Spear!,Atakuj włócznią!
Event_SeahoundFight_DismantleActions[1].ActionName,Attack with Bow!,Strzelaj z łuku!
Event_SeahoundFight_DismantleActions[2].ActionName,Attack with Gun!,Strzelaj z pistoletu!
Event_SeahoundFight_DismantleActions[3].ActionName,Attack with Sling!,Strzelaj z procy!
Event_SeahoundFight_DismantleActions[4].ActionName,Retreat,Uciekaj
Event_SeahoundFightBadFailure_CardName,It got me...,Dopadł cię...
Event_SeahoundFightBadFailure_CardDescription,I'm hurt... and the Seahound escaped. This isn't good.,Morski Ogar cię poranił... a potem uciekł. Niedobrze.
Event_SeahoundFightBadFailure_DismantleActions[0].ActionName,Continue,Kontynuuj
Event_SeahoundFightBadFailure_DismantleActions[0].ActionLog.LogText,I was attacked by a Seahound... I'm wounded now...,Atak Morskiego Ogara... Poranił cię...
Event_SeahoundFightFailedRetreat_CardName,The Seahound attacked!,Morski Ogar zaatakował!
Event_SeahoundFightFailedRetreat_CardDescription,It stung me before I could escape!,Użądlił cię przy próbie ucieczki!
Event_SeahoundFightFailedRetreat_DismantleActions[0].ActionName,Continue,Kontynuuj
Event_SeahoundFightFailedRetreat_DismantleActions[0].ActionLog.LogText,"I tried to escape from a Seahound, but it managed to get me...","Próba ucieczki przed Morskim Ogarem... nieudana, dopadł cię.."
Event_SeahoundFightFailure_CardName,I fought it off!,Udało się go odeprzeć!
Event_SeahoundFightFailure_CardDescription,I'm glad it didn't hurt me.,"Dobrze, że cię nie zranił."
Event_SeahoundFightFailure_DismantleActions[0].ActionName,Continue,Kontynuuj
Event_SeahoundFightFailure_DismantleActions[0].ActionLog.LogText,I managed to fight off a Seahound.,Udało się odeprzeć Morskiego Ogara.
Event_SeahoundFightMixedSuccess_CardName,"I got it, but I'm wounded.","Ogar zabity, ale zdążył cię najpierw poranić."
Event_SeahoundFightMixedSuccess_CardDescription,"The Seahound is down, but it managed to hurt me.","Udało ci się zabić Morskiego Ogara, ale nie bez strat własnych."
Event_SeahoundFightMixedSuccess_DismantleActions[0].ActionName,Continue,Kontynuuj
Event_SeahoundFightMixedSuccess_DismantleActions[0].ActionLog.LogText,I killed a Seahound... but got wounded in the process.,Morski Ogar zabity... ale zdążył cię najpierw poranić.
Event_SeahoundFightSuccess_CardName,The Seahound is down!,Morski Ogar nie żyje!
Event_SeahoundFightSuccess_CardDescription,"The beast is dead, its meat is now yours.",Bestia nie żyje - jej mięso należy teraz do ciebie.
Event_SeahoundFightSuccess_DismantleActions[0].ActionName,Continue,Kontynuuj
Event_SeahoundFightSuccess_DismantleActions[0].ActionLog.LogText,I managed to kill a Seahound.,Zabito Morskiego Ogara.
Event_SharkFight_CardName,A Shark!,Rekin!
Event_SharkFight_CardDescription,It's coming for me!,Płynie prosto na ciebie!
Event_SharkFight_DismantleActions[0].ActionName,Attack with Spear!,Atakuj włócznią!
Event_SharkFight_DismantleActions[1].ActionName,Retreat,Uciekaj
Event_SharkFightBadFailure_CardName,It got me...,Dopadł cię...
Event_SharkFightBadFailure_CardDescription,I'm hurt... and the shark escaped. This isn't good.,Rekin cię poranił... a potem uciekł. Niedobrze.
Event_SharkFightBadFailure_DismantleActions[0].ActionName,Continue,Kontynuuj
Event_SharkFightBadFailure_DismantleActions[0].ActionLog.LogText,I tried to fight a shark... but it bit me.,Atak rekina... Poranił cię...
Event_SharkFightFailedRetreat_CardName,The shark attacked!,Rekin zaatakował!
Event_SharkFightFailedRetreat_CardDescription,It bit me before I could escape!,Ugryzł cię przy próbie ucieczki!
Event_SharkFightFailedRetreat_DismantleActions[0].ActionName,Continue,Kontynuuj
Event_SharkFightFailedRetreat_DismantleActions[0].ActionLog.LogText,I tried to escape from a shark... but it bit me.,"Próba ucieczki przed rekinem... nieudana, pogryzł cię."
Event_SharkFightFailure_CardName,It Escaped!,Zwierzyna uciekła!
Event_SharkFightFailure_CardDescription,"Darn, wasn't able to get it!",Może następnym razem...
Event_SharkFightFailure_DismantleActions[0].ActionName,Continue,Kontynuuj
Event_SharkFightFailure_DismantleActions[0].ActionLog.LogText,I tried to fight a shark... and it escaped.,"Polowanie na rekina... nieudane, rekin uciekł."
Event_SharkFightMixedSuccess_CardName,"I got it, but I'm wounded.","Rekin zabity, ale zdążył cię najpierw poranić."
Event_SharkFightMixedSuccess_CardDescription,"The shark is down, but it managed to hurt me.","Udało ci się zabić rekina, ale nie bez strat własnych."
Event_SharkFightMixedSuccess_DismantleActions[0].ActionName,Continue,Kontynuuj
Event_SharkFightMixedSuccess_DismantleActions[0].ActionLog.LogText,I killed a shark...,Zabito rekina...
Event_SharkFightSuccess_CardName,The Shark is down!,Rekin nie żyje!
Event_SharkFightSuccess_CardDescription,"The shark is dead, its meat is now yours.",Rekin nie żyje - jego mięso należy teraz do ciebie.
Event_SharkFightSuccess_DismantleActions[0].ActionName,Continue,Kontynuuj
Event_SharkFightSuccess_DismantleActions[0].ActionLog.LogText,I killed a shark.,Zabito rekina.
Event_Captain0a_CardName,Captain,Kapitan
Event_Captain0a_CardDescription,I feel so lonely...\n\nI'm not sure I'm gonna make it.,"Doskwiera mi samotność...\n\nNie wiem, czy dam radę."
Event_Captain0a_DismantleActions[0].ActionName,...,...
Event_Captain0b_CardName,Captain,Kapitan
Event_Captain0b_CardDescription,It's hard to believe you used to be covered in flesh...\n\nI wonder what my skull will look like.,"Trudno uwierzyć, że kiedyś miałeś ciało...\n\nCiekawe, jak będzie wyglądała moja czaszka."
Event_Captain0b_DismantleActions[0].ActionName,...,...
Event_Captain0c_CardName,Captain,Kapitan
Event_Captain0c_CardDescription,I wish you could say something...\n\nI feel really lonely here...,"Szkoda, że nie możesz nic powiedzieć...\n\nNaprawdę doskwiera mi tu samotność..."
Event_Captain0c_DismantleActions[0].ActionName,...,...
Event_Captain0d_CardName,Captain,Kapitan
Event_Captain0d_CardDescription,Who would have thought I would end up talking to a skull on a desert island...\n\nLife is full of surprises...,"Kto by kiedyś pomyślał, że skończę rozmawiając z czaszką na bezludnej wyspie...\n\nŻycie jest pełne niespodzianek..."
Event_Captain0d_DismantleActions[0].ActionName,...,...
Event_Captain0e_CardName,Captain,Kapitan
Event_Captain0e_CardDescription,I bet I'm going to end just like you... dead...\n\nMaybe the next fool to come to this island will be talking to my skull instead...,"Pewnie skończę tak jak ty... wśród zmarłych...\n\nMoże kolejny dureń, który tu trafi, będzie gadać z moją czaszką..."
Event_Captain0e_DismantleActions[0].ActionName,...,...
Event_Captain1a_CardName,Captain,Kapitan
Event_Captain1a_CardDescription,Aye aye captain...\n\nI guess I'll get back to work...,"Tak jest, kapitanie...\n\nChyba pora wracać do roboty..."
Event_Captain1a_DismantleActions[0].ActionName,...,...
Event_Captain1b_CardName,Captain,Kapitan
Event_Captain1b_CardDescription,Seeing you there staring at me is a bit unnerving...\n\nSometimes I feel like you want to tell me something.,"Kiedy tak się na mnie gapisz, trochę mnie to niepokoi...\n\nCzasami mam wrażenie, że chcesz mi coś powiedzieć."
Event_Captain1b_DismantleActions[0].ActionName,Talk later!,Pogadamy później!
Event_Captain1c_CardName,Captain,Kapitan
Event_Captain1c_CardDescription,I'm not really sure why I keep you around...\n\nYou just make me feel more depressed.,"Nie wiem, po co ja w ogóle cię trzymam...\n\nTylko mnie jeszcze bardziej dobijasz."
Event_Captain1c_DismantleActions[0].ActionName,I'll be back later.,Do zobaczenia.
Event_Captain1d_CardName,Captain,Kapitan
Event_Captain1d_CardDescription,So... uh... Captain. How did you end up on this island?\n\nDid your ship sink in these waters?,Więc... hmm... Kapitanie. Jak trafiłeś na tę wyspę?\n\nTwój statek zatonął gdzieś w okolicznych wodach?
Event_Captain1d_DismantleActions[0].ActionName,I'll be around!,Nie odchodź daleko!
Event_Captain1e_CardName,Captain,Kapitan
Event_Captain1e_CardDescription,"You are a horrible listener Captain.\n\nEverytime I tell you something, I feel like I'm bothering you.","Okropny z ciebie słuchacz, Kapitanie.\n\nZa każdym razem, gdy ci coś opowiadam, mam wrażenie, że tylko ci zawracam głowę."
Event_Captain1e_DismantleActions[0].ActionName,See you later!,Na razie!
Event_Captain2a_CardName,Captain,Kapitan
Event_Captain2a_CardDescription,What did you look like when you were alive?\n\nI bet you looked like crap... just like I do now...,"Jak wyglądałeś, kiedy jeszcze żyłeś?\n\nZałożę się, że beznadziejnie... tak jak ja teraz..."
Event_Captain2a_DismantleActions[0].ActionName,Let's continue later!,Wrócimy do tego potem!
Event_Captain2b_CardName,Captain,Kapitan
Event_Captain2b_CardDescription,Stop complaining!\n\nI already have enough problems of my own.,Przestań narzekać!\n\nMam już dość własnych problemów.
Event_Captain2b_DismantleActions[0].ActionName,See you around!,Do zobaczenia!
Event_Captain2c_CardName,Captain,Kapitan
Event_Captain2c_CardDescription,Yeah... that's a horrible thing to say.\n\nWhat's the point in talking if you're just going to say horrible stuff!,"Jak możesz gadać takie paskudne rzeczy.\n\nPo co w ogóle ja z tobą rozmawiam, jeśli opowiadasz tylko takie okropieństwa?!"
Event_Captain2c_DismantleActions[0].ActionName,Got to go now!,Muszę już iść!
Event_Captain2d_CardName,Captain,Kapitan
Event_Captain2d_CardDescription,Thank you for those words Captain.\n\nI can always count on you to bring me down.,"Dzięki za te słowa, Kapitanie.\n\nZawsze mogę na ciebie liczyć, żeby mnie dobić."
Event_Captain2d_DismantleActions[0].ActionName,Enough jokes for now.,Dość żartów na razie.
Event_Captain3a_CardName,Captain,Kapitan
Event_Captain3a_CardDescription,Whatever you say... Captain...\n\nYou are the worst imaginary friend ever...,"Jak sobie życzysz, Kapitanie...\n\nJesteś numerem jeden w konkursie na najgorszego wymyślonego towarzysza."
Event_Captain3a_DismantleActions[0].ActionName,Speak to you later!,Do pogadania później!
Event_Captain3b_CardName,Captain,Kapitan
Event_Captain3b_CardDescription,Shut up! I've had enough of you.\n\nIf you keep going like that I'll throw you into the sea.,"Zamknij się! Mam cię już dość.\n\nJeśli będziesz gadał takie farmazony, wrzucę cię do morza."
Event_Captain3b_DismantleActions[0].ActionName,Talk later!,Pogadamy później!
Event_Captain3c_CardName,Captain,Kapitan
Event_Captain3c_CardDescription,I can't say I appreciate the company Captain.\n\nSometimes it's better to be alone than with bad company.,"Nie mogę powiedzieć, że doceniam twoje towarzystwo, Kapitanie.\n\nCzasem już lepsza jest samotność niż kiepskie towarzystwo."
Event_Captain3c_DismantleActions[0].ActionName,Got to go now.,Muszę już iść.
Event_Captain3d_CardName,Captain,Kapitan
Event_Captain3d_CardDescription,Whatever you say Captain...\n\nI don't really care!!,"Jak sobie chcesz, Kapitanie...\n\nI tak mnie to nic nie obchodzi!!"
Event_Captain3d_DismantleActions[0].ActionName,See you later!,Na razie!
Event_CaptainSpecial1a_CardName,Captain,Kapitan
Event_CaptainSpecial1a_CardDescription,"Wake up, you good-for-nothing!\n\nWe need to talk!","Wstawaj, darmozjadzie!\n\nMusimy pogadać!"
Event_CaptainSpecial1a_DismantleActions[0].ActionName,What?? Now??,Co?? Teraz??
Event_CaptainSpecial1b_CardName,Captain,Kapitan
Event_CaptainSpecial1b_CardDescription,You know what? I was pretty darn happy not existing... but you had to drag me here didn't you?\n\nSo I just wanted to tell you that I hope you don't make it out of this island alive.,"Wiesz co? Nieistnienie było całkiem fajne... ale oczywiście KTOŚ musiał to zepsuć i mnie tu ściągnąć?\n\nWięc tylko chciałem ci powiedzieć, że mam nadzieję, że skończysz na tej wyspie tak samo jak ja."
Event_CaptainSpecial1b_DismantleActions[0].ActionName,That's very... nice of you...,To bardzo... miłe z twojej strony...
Event_CaptainSpecial1c_CardName,Captain,Kapitan
Event_CaptainSpecial1c_CardDescription,You know you are not going to make it don't you?\n\nThere's no way you are getting out of this island alive.\nI speak from experience!,"Wiesz, że i tak ci się nie uda, prawda?\n\nNie ma szans na opuszczenie tej wyspy żywym.\nMówię z doświadczenia!"
Event_CaptainSpecial1c_DismantleActions[0].ActionName,Speak for yourself...	,Mów za siebie...
Event_CaptainSpecial1d_CardName,Captain,Kapitan
Event_CaptainSpecial1d_CardDescription,Everything you are doing here is pretty pointless. \n\nSooner or later you are going to have an accident or get sick and you'll get too weak to do anything.,"Nic, co tu robisz, nie ma sensu.\n\nPrędzej czy później przydarzy ci się wypadek, albo się rozchorujesz i osłabniesz na tyle, że nic już nie dasz rady zrobić."
Event_CaptainSpecial1d_DismantleActions[0].ActionName,...,...
Event_CaptainSpecial1e_CardName,Captain,Kapitan
Event_CaptainSpecial1e_CardDescription,... and allow me to remind you that your life outside of this island was pretty pointless anyway. \n\nSo only a loser like you would want to make it back there.,"... pozwól też, że ci przypomnę: twoje życie poza tą wyspą i tak było do niczego.\n\nTylko taki przegryw jak ty chciałby tam wracać."
Event_CaptainSpecial1e_DismantleActions[0].ActionName,Shut up already!,Zamknij się wreszcie!
Event_CaptainSpecial1f_CardName,Captain,Kapitan
Event_CaptainSpecial1f_CardDescription,Said all I had to say. You can go back to having your stupid dreams now.\n\nI look forward to seeing you suffer tomorrow! Night night!,"Powiedziałem już wszystko, co miałem do powiedzenia. Możesz wracać do swoich głupich snów.\n\nNie mogę się doczekać, aż jutro znowu cię spotka jakaś katastrofa! Dobranoc!"
Event_CaptainSpecial1f_DismantleActions[0].ActionName,The feeling is mutual!,Wzajemnie!
Event_CaptainTalk1a_CardName,Captain,Kapitan
Event_CaptainTalk1a_CardDescription,"So, Weston, let me see if I got this right.\nYou're saying you think reality is a structure of harmonic coherence. A network of inter-justifying experiences!","Więc tak, Weston, dobrze rozumiem?\nUważasz, że rzeczywistość to struktura pełna harmonijnej spójności. Sieć wzajemnie uzasadniających się doświadczeń!"
Event_CaptainTalk1a_DismantleActions[0].ActionName,Talk later!,Pogadamy później!
Event_GodExperience1a_CardName,Divine Insight,Boskie poznanie
Event_GodExperience1a_CardDescription,"Oh the joy you feel...\n\nYou love the world, and the world loves you back!","Och, jaka radość...\n\nKochasz cały świat, a świat odwzajemnia twoją miłość!"
Event_GodExperience1a_DismantleActions[0].ActionName,Smile,Uśmiechnij się
Event_GodExperience1b_CardName,Divine Insight,Boskie poznanie
Event_GodExperience1b_CardDescription,You feel an expanding love that grows and grows and grows!\n\nA wave of euphoria that threatens to take you with it!,"Czujesz rosnącą, wszechobecną miłość która rośnie i rośnie i rośnie!\n\nOgarnia cię fala euforii, która grozi pochłonięciem cię bez reszty!"
Event_GodExperience1b_DismantleActions[0].ActionName,Let it take you!,Pozwól się pochłonąć!
Event_GodExperience1c_CardName,Divine Insight,Boskie poznanie
Event_GodExperience1c_CardDescription,"And take you it does!\nYou ride it higher and higher, until there is only love!\n\nExistence is nothing but a wish of love... and YOU are that wish!","I rzeczywiście cię porywa!\nZanurzasz się w niej głębiej i głębiej, aż zostaje tylko miłość!\n\nIstnienie to nic innego jak tylko pragnienie miłości... i TY jesteś tym pragnieniem!"
Event_GodExperience1c_DismantleActions[0].ActionName,I am Love...,Ja jestem Miłością...
Event_GodExperience1d_CardName,Divine Insight,Boskie poznanie
Event_GodExperience1d_CardDescription,"Love is the wish to exist, the will that IS existence. \n\nYou are love aware of itself, you ARE existence itself!","Miłość to pragnienie istnienia, wola, która JEST istnieniem.\n\nJesteś miłością świadomą siebie, ty JESTEŚ samym istnieniem!"
Event_GodExperience1d_DismantleActions[0].ActionName,I remember now...,Już pamiętam...
Event_GodExperience1e_CardName,Divine Insight,Boskie poznanie
Event_GodExperience1e_CardDescription,"YES! THOU ART GOD!\nThis life was but your dream!\n\nAnd now, you are about to wake up.",TAK! TYŚ BÓG!\nTo życie było tylko twoim snem!\n\nA teraz zaraz się z niego obudzisz.
Event_GodExperience1e_DismantleActions[0].ActionName,But I don't want to wake up!,Ale ja nie chcę się obudzić!
Event_GodExperience1f_CardName,Divine Insight,Boskie poznanie
Event_GodExperience1f_CardDescription,"Yes, you love this dream so much you don't want it to end...\n\nBut what can you do? You know too much now to believe.","Tak, kochasz ten sen zbyt mocno, by go zakończyć...\n\nAle co zrobić? Teraz wiesz już zbyt dużo, by dalej wierzyć."
Event_GodExperience1f_DismantleActions[0].ActionName,Please no!,"Proszę, nie!"
Event_GodExperience1g_CardName,Divine Insight,Boskie poznanie
Event_GodExperience1g_CardDescription,"But this vessel you are, this vessel is about to break. \n\nIt is too much!\nIt cannot contain your awareness as god!","Ale to naczynie, którym jesteś, tak, to naczynie zaraz się rozpryśnie.\n\nTego jest zbyt wiele!\nOno nie pomieści twojej boskiej świadomości!"
Event_GodExperience1g_DismantleActions[0].ActionName,HOLD ON TIGHT!,TRZYMAJ SIĘ MOCNO!
Event_GodExperience1z_CardName,Divine Insight,Boskie poznanie
Event_GodExperience1z_CardDescription,Everything that ever happened to you...\n...everything has been leading to this moment!\n\n... and you are starting to wake up....,"Wszystko, co ci się kiedykolwiek przydarzyło...\n...wszystko doprowadziło cię do tej właśnie chwili!\n\n... i zaczynasz się budzić..."
Event_GodExperience1z_DismantleActions[0].ActionName,...and I am LOVE,...a ja jestem MIŁOŚCIĄ...
Event_GodExperience1zz_CardName,Divine Insight,Boskie poznanie
Event_GodExperience1zz_CardDescription,"Love is existence. Existence is a wish of love and you are that wish!\n\nYou are love aware of itself, you are existence!","Miłość to istnienie. Istnienie to pragnienie miłości i ty właśnie jesteś tym pragnieniem!\n\nJesteś miłością świadomą samej siebie, jesteś istnieniem!"
Event_GodExperience1zz_DismantleActions[0].ActionName,...and I am LOVE,...a ja jestem MIŁOŚCIĄ...
Event_HuntedExperience1a_CardName,Divine Insight,Boskie poznanie
Event_HuntedExperience1a_CardDescription,Oh the joy you feel...\nThe love is all encompassing...\n\nIt fills you so much there's no room for anything else!,"Och, ta radość która cię wypełnia...\nTa miłość jest wszechogarniająca...\n\nWypełnia cię całkowicie, nie zostawiając miejsca na nic innego!"
Event_HuntedExperience1a_DismantleActions[0].ActionName,Smile,Uśmiechnij się
Event_HuntedExperience1b_CardName,Divine Insight,Boskie poznanie
Event_HuntedExperience1b_CardDescription,Everything that ever happened to you...\n...everything has been leading to this moment!\n\n... and you are starting to wake up....,"Wszystko, co ci się kiedykolwiek przydarzyło...\n...wszystko doprowadziło cię do tej właśnie chwili!\n\n... i zaczynasz się budzić..."
Event_HuntedExperience1b_DismantleActions[0].ActionName,I feel it!,Czujesz to!
Event_HuntedExperience1c_CardName,Divine Insight,Boskie poznanie
Event_HuntedExperience1c_CardDescription,"Love is a desire for existence.\nThus, Love is existence. \nThus, Love is all there is. ","Miłość to pragnienie istnienia.\nZatem Miłość to istnienie.\nZatem Miłość to wszystko, co istnieje."
Event_HuntedExperience1c_DismantleActions[0].ActionName,...and I am LOVE,...a ja jestem MIŁOŚCIĄ...
Event_HuntedExperience1d_CardName,Divine Insight,Boskie poznanie
Event_HuntedExperience1d_CardDescription,YES! You are LOVE!\nYou are love aware of itself! \n\nTHOU ART GOD!,TAK! TYŚ MIŁOŚĆ!\nJesteś miłością świadomą samej siebie!\n\nTYŚ BÓG!
Event_HuntedExperience1d_DismantleActions[0].ActionName,It all makes sense now.,Już wszystko rozumiem.
Event_HuntedExperience1e_CardName,Divine Insight,Boskie poznanie
Event_HuntedExperience1e_CardDescription,"Yes, you are god...\nand this life was your dream.\n\nAnd you, you are about to wake up.","Tak, jesteś bogiem...\na to życie było twoim snem.\n\nA ty, ty zaraz się obudzisz."
Event_HuntedExperience1e_DismantleActions[0].ActionName,But I don't want to wake up!,Ale ja nie chcę się obudzić!
Event_HuntedExperience1f_CardName,Divine Insight,Boskie poznanie
Event_HuntedExperience1f_CardDescription,"Yes, you love this dream so much you don't want it to end...\n\nBut what can you do? You know too much now to continue believing.","Tak, kochasz ten sen zbyt mocno, by go zakończyć...\n\nAle co zrobić? Teraz wiesz już zbyt dużo, by dalej wierzyć."
Event_HuntedExperience1f_DismantleActions[0].ActionName,I don't want to wake up!,Nie chcę się obudzić!
Event_HuntedExperience1g_CardName,Divine Insight,Boskie poznanie
Event_HuntedExperience1g_CardDescription,"But this vessel you are, this vessel is going to break. \n\nIt is too much!\nIt cannot contain your awareness as god!","Ale to naczynie, którym jesteś, tak, to naczynie zaraz się rozpryśnie.\n\nTego jest zbyt wiele!\nOno nie pomieści twojej boskiej świadomości!"
Event_HuntedExperience1g_DismantleActions[0].ActionName,HOLD ON TIGHT!,TRZYMAJ SIĘ MOCNO!
Event_Nightmare_CardName,Nightmare!,Koszmar!
Event_Nightmare_CardDescription,"You just woke up, out of breath and covered in sweat!\n\nYou don't remember what you were dreaming, but it certainly wasn't nice at all.","Nagła pobudka z walącym sercem, całe ciało zlane potem!\n\nNie pamiętasz, co ci się śniło, ale na pewno nie było to nic przyjemnego."
Event_Nightmare_DismantleActions[0].ActionName,Try to calm down...,Spróbuj się uspokoić...
Event_SpiderNight_CardName,A Spider bit me!,Ugryzł cię pająk!
Event_SpiderNight_CardDescription,"You just woke up to a sharp pain!\n\nA large spider is walking on you, and seems to have bitten you!","Obudził cię ostry ból!\n\nDuży pająk chodzi po tobie i wygląda na to, że cię ugryzł!"
Event_SpiderNight_DismantleActions[0].ActionName,Push Spider away!,Zrzuć z siebie pająka!
Event_SpiritsEverywhere1a_CardName,Perspective Insight,Poznanie Perspektywy
Event_SpiritsEverywhere1a_CardDescription,Something just broke...\n\nAll is grey.... all is distant...\nSomething is very wrong.,Coś właśnie w tobie pękło...\n\nWszystko jest takie szare... odległe...\nCoś jest mocno nie tak.
Event_SpiritsEverywhere1a_DismantleActions[0].ActionName,Oh no...,O nie...
Event_SpiritsEverywhere1b_CardName,Void Insight,Poznanie Pustki
Event_SpiritsEverywhere1b_CardDescription,A belief has been lost... \n\nReality... your life... your story...\nA part of you no longer believes in it.,Wiara została utracona...\n\nRzeczywistość... twoje życie... twoja opowieść...\nJakaś część ciebie już w to dalej nie wierzy.
Event_SpiritsEverywhere1b_DismantleActions[0].ActionName,It hurts.,To boli.
Event_SpiritsEverywhere1c_CardName,Void Insight,Poznanie Pustki
Event_SpiritsEverywhere1c_CardDescription,"Everything you ever cared about feels like a joke...\n\nEverything is fake, cardboard cutouts, maks over masks over masks...\n... and behind it all... nothing.\n","Wszystko, na czym ci zależało, wydaje się żartem...\n\nWszystko jest fałszywe, kartonowe dekoracje, maski na maskach na maskach...\n... a za tym wszystkim... nicość."
Event_SpiritsEverywhere1c_DismantleActions[0].ActionName,No... No...,Nie... Nie...
Event_SpiritsEverywhere1d_CardName,Void Insight,Poznanie Pustki
Event_SpiritsEverywhere1d_CardDescription,You can feel reality starting to unravel...\nIt's coming apart at the seams!\n\nYour mind is in pain!,"Czujesz, jak twoja rzeczywistość się rozpada...\nRozłazi się w szwach!\n\nTwój umysł przeszywa pękający ból!"
Event_SpiritsEverywhere1d_DismantleActions[0].ActionName,Unbearable pain!,Nie do zniesienia!
Event_SpiritsEverywhere1e_CardName,Void Insight,Poznanie Pustki
Event_SpiritsEverywhere1e_CardDescription,The secret is being revealed...\n...and you knew it all along.\n\nYou just didn't want to look that way.,Prawda wychodzi na jaw...\n...ale tak na prawdę to dla ciebie nic nowego.\n\nPo prostu spojrzenie w tę stronę było zbyt bolesne.
Event_SpiritsEverywhere1e_DismantleActions[0].ActionName,Look the other way!,Odwróć wzrok!
Event_SpiritsEverywhere1f_CardName,Void Insight,Poznanie Pustki
Event_SpiritsEverywhere1f_CardDescription,It's too late for that.\n\nYou can't escape the truth.\nIt's coming for you,"Za późno już na to.\n\nNie uciekniesz przed prawdą.\nOna już nadchodzi, powoli, nieuchronnie."
Event_SpiritsEverywhere1f_DismantleActions[0].ActionName,STOP!,PRZESTAŃ!
Event_SpiritsEverywhere1g_CardName,Void Insight,Poznanie Pustki
Event_SpiritsEverywhere1g_CardDescription,The truth... is that nothing is real...\n\n... and you just...\nDON'T. REALLY. EXIST.,Prawda jest taka... że nic nie jest rzeczywiste...\n\n...a ty po prostu...\nNIE. ISTNIEJESZ. NAPRAWDĘ.
Event_SpiritsEverywhere1g_DismantleActions[0].ActionName,UNBEARABLE MIND PAIN!,BÓL UMYSŁU NIE DO ZNIESIENIA!
Event_SpiritsEverywhere1g_DismantleActions[0].FadeMessage,Void..,Pustka...
Event_VoidExperience1a_CardName,Void Insight,Poznanie Pustki
Event_VoidExperience1a_CardDescription,Something just broke...\n\nAll is grey.... all is distant...\nSomething is very wrong.,Coś właśnie w tobie pękło...\n\nWszystko jest takie szare... odległe...\nCoś jest mocno nie tak.
Event_VoidExperience1a_DismantleActions[0].ActionName,Oh no...,O nie...
Event_VoidExperience1b_CardName,Void Insight,Poznanie Pustki
Event_VoidExperience1b_CardDescription,A belief has been lost... \n\nReality... your life... your story...\nA part of you no longer believes in it.,Wiara została utracona...\n\nRzeczywistość... twoje życie... twoja opowieść...\nJakaś część ciebie już w to dalej nie wierzy.
Event_VoidExperience1b_DismantleActions[0].ActionName,It hurts.,To boli.
Event_VoidExperience1c_CardName,Void Insight,Poznanie Pustki
Event_VoidExperience1c_CardDescription,"Everything you ever cared about feels like a joke...\n\nEverything is fake, cardboard cutouts, masks over masks over masks...\n... and behind it all... nothing.\n","Wszystko, na czym ci zależało, wydaje się żartem...\n\nWszystko jest fałszywe, kartonowe dekoracje, maski na maskach na maskach...\n... a za tym wszystkim... nicość.\n"
Event_VoidExperience1c_DismantleActions[0].ActionName,No... No...,Nie... Nie...
Event_VoidExperience1d_CardName,Void Insight,Poznanie Pustki
Event_VoidExperience1d_CardDescription,You can feel reality starting to unravel...\nIt's coming apart at the seams!\n\nYour mind is in pain!,"Czujesz, jak twoja rzeczywistość się rozpada...\nRozłazi się w szwach!\n\nTwój umysł przeszywa pękający ból!"
Event_VoidExperience1d_DismantleActions[0].ActionName,Unbearable pain!,Nie do zniesienia!
Event_VoidExperience1e_CardName,Void Insight,Poznanie Pustki
Event_VoidExperience1e_CardDescription,The secret is being revealed...\n...and you knew it all along.\n\nYou just didn't want to look that way.,Prawda wychodzi na jaw...\n...ale tak na prawdę to dla ciebie nic nowego.\n\nPo prostu spojrzenie w tę stronę było zbyt bolesne.
Event_VoidExperience1e_DismantleActions[0].ActionName,Look the other way!,Odwróć wzrok!
Event_VoidExperience1f_CardName,Void Insight,Poznanie Pustki
